chrX	276395	281481	+	632
chrX	281685	284166	+	630,632
chrX	284315	288732	+	630,632
chrX	288870	290647	+	630,632
chrX	290777	291498	+	630,632
chrX	291655	293034	+	630,632
chrX	293219	299096	+	630,632
chrX	299393	302592	+	632
chrX	305198	307359	-	629
chrX	307513	307731	-	629
chrX	307881	311418	-	629
chrX	311628	312765	-	629
chrX	312925	314149	-	629
chrX	314218	314889	-	629
chrX	315021	315228	-	629
chrX	315300	316913	-	629
chrX	317052	318438	-	629
chrX	319552	320207	+	633
chrX	334518	338603	-	631
chrX	338711	338777	-	631
chrX	338897	340764	-	631
chrX	340941	341306	-	631
chrX	341397	341882	-	631
chrX	341932	345515	-	631
chrX	345673	346173	-	631
chrX	346261	346700	-	631
chrX	346776	347233	-	631
chrX	347337	347589	-	631
chrX	347694	361404	-	631
chrX	361591	386367	-	631
chrX	624603	630465	+	121,635
chrX	631175	634617	+	121,635
chrX	634827	640820	+	121,635
chrX	640879	640998	+	121,635
chrX	641088	644390	+	635
chrX	641088	658784	+	121
chrX	1191161	1193217	-	643,646,649
chrX	1193303	1196779	-	643,646,649
chrX	1196901	1198561	-	646,649
chrX	1196901	1198800	-	643
chrX	1198725	1202401	-	646,649
chrX	1199146	1202401	-	643
chrX	1202536	1206432	-	643,646,649
chrX	1206600	1208805	-	643,649
chrX	1206600	1212555	-	646
chrX	1208906	1212555	-	643
chrX	1208909	1212555	-	649
chrX	1268880	1274754	+	636,637,638,639,642,644,647
chrX	1268880	1282677	+	641
chrX	1274819	1282408	+	639
chrX	1274819	1282677	+	637
chrX	1274843	1282677	+	636,638,642,644,647
chrX	1282561	1282677	+	639
chrX	1282780	1285777	+	636,637,638,639,640,642,644,647,648
chrX	1282780	1288518	+	641
chrX	1285921	1288518	+	636,637,638,639,640,642,644,647,648
chrX	1288643	1288758	+	636,637,638,639,640,641,642,644,647,648
chrX	1288889	1290336	+	636,637,638,639,640,641,642,644,647,648
chrX	1290510	1294327	+	636,637,638,639,640,641,642,647,648
chrX	1290510	1305445	+	644
chrX	1294462	1295426	+	636,637,638,639,640,641,642,647,648
chrX	1295457	1300490	+	636,637,638,639,640,641,642,648
chrX	1295457	1303922	+	647
chrX	1300627	1303260	+	640
chrX	1300627	1303922	+	637,638,639,641,642
chrX	1300627	1305445	+	648
chrX	1300627	1309401	+	636
chrX	1303363	1303922	+	640
chrX	1304020	1305445	+	637,638,639,640,641,642,647
chrX	1305528	1305627	+	642
chrX	1305528	1309401	+	637,638,639,640,641,644,647,648
chrX	1336927	1341727	+	651,652
chrX	1341830	1345315	+	651
chrX	1341830	1352099	+	652
chrX	1345435	1348430	+	651
chrX	1348546	1352099	+	651
chrX	1352233	1352321	+	651,652
chrX	1352507	1356220	+	651,652
chrX	1356337	1358860	+	651,652
chrX	1358888	1365137	+	651,652
chrX	1365253	1378658	+	651,652
chrX	1378765	1381022	+	651,652
chrX	1381105	1382390	+	651,652
chrX	1386760	1387278	-	655
chrX	1387420	1389240	-	655
chrX	1389728	1391898	-	655
chrX	1397225	1398824	+	654
chrX	1398959	1399366	+	654
chrX	1400587	1401461	+	650,653
chrX	1402226	1403460	+	650,653
chrX	1403490	1412731	-	122,123,124
chrX	1403586	1412742	+	650,653
chrX	1412855	1417972	-	122,123,124
chrX	1412889	1413761	+	650
chrX	1414311	1414742	+	650
chrX	1418117	1418981	-	122,123,124
chrX	1419115	1421657	-	122,123,124
chrX	1421843	1425524	-	122,123,124
chrX	1425688	1427733	-	122,123,124
chrX	1428122	1432268	-	122,123,124
chrX	1432378	1435021	-	122,123,124
chrX	1435084	1435693	-	122,123,124
chrX	1435759	1439096	-	123,124
chrX	1435759	1442185	-	122
chrX	1439145	1442185	-	123,124
chrX	1442318	1452747	-	122,124
chrX	1442318	1453617	-	123
chrX	1466583	1536920	-	656
chrX	1591770	1593443	+	657,661
chrX	1594225	1595383	+	657,661
chrX	1595533	1599191	+	657,661
chrX	1595533	1615132	+	658
chrX	1599433	1600137	+	657
chrX	1599433	1600658	+	661
chrX	1600208	1600658	+	657
chrX	1615269	1623138	+	658,659,660
chrX	1623314	1624268	+	658,659,660
chrX	1624399	1627702	+	658,659,660
chrX	1627772	1629820	+	658,659,660
chrX	1629940	1632703	+	658,660
chrX	1629940	1636437	+	659
chrX	1632788	1633149	+	658,660
chrX	1633291	1636437	+	658,660
chrX	1636561	1642802	+	658,659,660
chrX	2221230	2243022	-	125
chrX	2243231	2266739	-	125
chrX	2266948	2291501	-	125
chrX	2291604	2408744	-	125
chrX	2408814	2425196	-	125
chrX	2425305	2500816	-	125
chrX	2490770	2500816	-	128
chrX	2490773	2500310	-	127
chrX	2490773	2500816	-	129
chrX	2609482	2610995	+	134,135
chrX	2611039	2612149	+	134,135
chrX	2612219	2615815	+	134,135
chrX	2613697	2614716	-	662
chrX	2615970	2618739	+	134,135
chrX	2618785	2619428	+	134,135
chrX	2619498	2622689	+	135
chrX	2619498	2623384	+	134
chrX	2622735	2623384	+	135
chrX	2623454	2626596	+	134,135
chrX	2626643	2637973	+	135
chrX	2626643	2655026	+	134
chrX	2691428	2714421	+	664,665,666
chrX	2714455	2717604	+	664,666
chrX	2714455	2719660	+	665
chrX	2717653	2719660	+	664,666
chrX	2719706	2720355	+	664,665,666
chrX	2720425	2722626	+	664,665,666
chrX	2722675	2723313	+	664,665,666
chrX	2723365	2726259	+	664,665,666
chrX	2726374	2733356	+	666
chrX	2726374	2738199	+	664,665
chrX	2733375	2738202	+	666
chrX	2738257	2740778	+	664,665,666
chrX	2752336	2770549	+	126,130,131,132
chrX	2770592	2774715	+	126,130,131,132
chrX	2774740	2782065	+	126,131,132
chrX	2782129	2789643	+	126,131,132
chrX	2789707	2794534	+	126,132
chrX	2789710	2794534	+	131
chrX	2794604	2797309	+	126,131,132
chrX	2797361	2806700	+	132
chrX	2797361	2808184	+	126,131
chrX	2806746	2808184	+	132
chrX	2808221	2811335	+	126,131,132
chrX	2811453	2814363	+	126,131,132
chrX	2828976	2830060	+	667,668,669,670,671
chrX	2830196	2842997	+	667,671
chrX	2830196	2843212	+	668,669
chrX	2830196	2853979	+	670
chrX	2843091	2843212	+	667,671
chrX	2843355	2853979	+	667,668,669,671
chrX	2854155	2854992	+	667,668,669,670,671
chrX	2855156	2856497	+	667,668,669,670,671
chrX	2856625	2859842	+	667,668,669,670,671
chrX	2860066	2861521	+	667,668,669,670,671
chrX	2861723	2875809	+	667,668,669
chrX	2861723	2881051	+	670,671
chrX	2875915	2877199	+	667,668
chrX	2875915	2877202	+	669
chrX	2877308	2881051	+	667,668,669
chrX	2907633	2908720	-	674
chrX	2908843	2909816	-	674
chrX	2909980	2910658	-	674
chrX	2910794	2915555	-	674
chrX	2915693	2917803	-	674
chrX	2918228	2920600	-	674
chrX	2920724	2921902	-	674
chrX	2922025	2925615	-	674
chrX	2925766	2929231	-	674
chrX	2935191	2936741	-	672,673,675
chrX	2936864	2938094	-	672,673,675
chrX	2938258	2943064	-	672,673,675
chrX	2943200	2945997	-	672,673,675
chrX	2946135	2949303	-	672,673,675
chrX	2949728	2953142	-	672,673,675
chrX	2953266	2955415	-	672,673,675
chrX	2955538	2958273	-	673,675
chrX	2955538	2960377	-	672
chrX	2958436	2959602	-	673
chrX	2958436	2960377	-	675
chrX	2959889	2960377	-	673
chrX	2960421	2964223	-	673,675
chrX	2960421	2968148	-	672
chrX	3006705	3010029	+	133
chrX	3010152	3013046	+	133
chrX	3013173	3014969	+	133
chrX	3015394	3018533	+	133
chrX	3018671	3024020	+	133
chrX	3024156	3027312	+	133
chrX	3027476	3029246	+	133
chrX	3029369	3033017	+	133
chrX	3040342	3068072	+	678
chrX	3041664	3068072	+	677
chrX	3066873	3068072	+	676
chrX	3068112	3072025	+	676,677,678
chrX	3072176	3076547	+	676,677,678
chrX	3076670	3080890	+	676,677,678
chrX	3081014	3084242	+	676,677,678
chrX	3084667	3089495	+	676,677,678
chrX	3089633	3101086	+	676,677,678
chrX	3101222	3103761	+	676,677,678
chrX	3103925	3110127	+	676,677,678
chrX	3110253	3112173	+	676,677,678
chrX	3271919	3272296	+	137
chrX	3272373	3284154	+	137
chrX	3311625	3317102	-	679
chrX	3318004	3320007	-	679
chrX	3324976	3330017	-	679
chrX	3330409	3330643	-	679
chrX	3330774	3343645	-	679
chrX	3343862	3346514	-	679
chrX	3608946	3612176	-	136
chrX	3612326	3615814	-	136
chrX	3615893	3621258	-	136
chrX	3621317	3626418	-	136
chrX	3626515	3641851	-	136
chrX	3641972	3655148	-	136
chrX	3655413	3674597	-	136
chrX	3659539	3667281	+	680
chrX	3667487	3667933	+	680
chrX	3674767	3713087	-	136
chrX	3817779	3818441	-	681
chrX	3818501	3818656	-	681
chrX	3818704	3828505	-	681
chrX	3829393	3843340	-	681
chrX	4628190	4630221	-	682
chrX	4630351	4633507	-	682
chrX	5893667	5903076	-	138,139,140,141
chrX	5903867	5909053	-	138,139,140,141
chrX	5909240	6029279	-	138,139,140,141
chrX	6029433	6150994	-	138,139,140,141
chrX	6151772	6187482	-	139
chrX	6151772	6226879	-	140
chrX	6151772	6227688	-	138
chrX	6151772	6228540	-	141
chrX	6187790	6228540	-	139
chrX	6534204	6534395	-	684
chrX	6534644	6534957	-	684
chrX	7050473	7077219	-	143,144,145
chrX	7057824	7077219	-	142
chrX	7077450	7105619	-	142,143,145
chrX	7077450	7105748	-	144
chrX	7105839	7116965	-	145
chrX	7105839	7148052	-	142,143,144
chrX	7117035	7148052	-	145
chrX	7219687	7253195	+	15
chrX	7253337	7257241	+	15
chrX	7257364	7257465	+	15
chrX	7257589	7259348	+	15
chrX	7259773	7275950	+	15
chrX	7276088	7305045	+	15
chrX	7305184	7325338	+	15
chrX	7325499	7333985	+	15
chrX	7334108	7349887	+	15
chrX	7842335	7843057	+	686
chrX	7843306	7843497	+	686
chrX	7900818	7901988	-	687,688,689
chrX	7902142	7912027	-	687,688,689
chrX	7912094	7921712	-	687,688,689
chrX	7921849	7922003	-	687,688,689
chrX	7922099	7925939	-	687,689
chrX	7922099	7927685	-	688
chrX	7926133	7927285	-	687
chrX	7926133	7927685	-	689
chrX	8170350	8170541	-	690
chrX	8170790	8171106	-	690
chrX	8464991	8465304	+	692
chrX	8465553	8465744	+	692
chrX	8533054	8534318	-	146
chrX	8534461	8535590	-	146
chrX	8535812	8536770	-	146
chrX	8536943	8539663	-	146
chrX	8539759	8553951	-	146
chrX	8554099	8568231	-	146
chrX	8568377	8570498	-	146
chrX	8570705	8585266	-	146
chrX	8585397	8587793	-	146
chrX	8587979	8597033	-	146
chrX	8597257	8623607	-	146
chrX	8623671	8699697	-	146
chrX	8699746	8731829	-	146
chrX	8791173	8791279	-	693,694
chrX	8791380	8793657	-	693,694
chrX	8793757	8795077	-	693,694
chrX	8795421	8796267	-	693,694
chrX	8796383	8798149	-	693,694
chrX	8798182	8798358	-	693,694
chrX	8798480	8798965	-	693,694
chrX	8799095	8800080	-	693,694
chrX	8800210	8801239	-	694
chrX	8800210	8801310	-	693
chrX	9025378	9025483	-	695
chrX	9025584	9027867	-	695
chrX	9027967	9029306	-	695
chrX	9029419	9030260	-	695
chrX	9030361	9032129	-	695
chrX	9032162	9032340	-	695
chrX	9032462	9032958	-	695
chrX	9033076	9033851	-	695
chrX	9463463	9501779	+	149,150,151
chrX	9465448	9501779	+	148
chrX	9501850	9534899	+	149
chrX	9501850	9640272	+	148,150,151
chrX	9535035	9640272	+	149
chrX	9640361	9653544	+	148,151
chrX	9640361	9654214	+	149,150
chrX	9653690	9654214	+	148,151
chrX	9654323	9684042	+	148,149,150,151
chrX	9684189	9688016	+	148,149,150,151
chrX	9688276	9691578	+	148,149,150,151
chrX	9691712	9692112	+	148,149,150,151
chrX	9692255	9693148	+	148,149,150,151
chrX	9693213	9693321	+	148,149,150,151
chrX	9693420	9697368	+	148,149,150,151
chrX	9697430	9704992	+	148,149,150,151
chrX	9705115	9709247	+	148,149,150,151
chrX	9709323	9709632	+	148,149,150,151
chrX	9709761	9711610	+	148,149,150,151
chrX	9711777	9714901	+	148,149,150,151
chrX	9715004	9716219	+	148,149,150,151
chrX	9725841	9739484	-	696
chrX	9739720	9741337	-	696
chrX	9741456	9743564	-	696
chrX	9743674	9746043	-	696
chrX	9746154	9748573	-	696
chrX	9748667	9759331	-	696
chrX	9759427	9760716	-	696
chrX	9760827	9765567	-	696
chrX	9786711	9873651	+	147
chrX	9873804	9890976	+	147
chrX	9891109	9894357	+	147
chrX	9896699	9898189	+	147
chrX	9898291	9932174	+	147
chrX	9932871	9937133	+	147
chrX	9937686	9939194	+	147
chrX	9939367	9944640	+	147
chrX	9944914	9946670	+	147
chrX	10015859	10063444	+	153
chrX	10063555	10067286	+	153
chrX	10067491	10078798	+	153
chrX	10078876	10079724	+	153
chrX	10079805	10090770	+	153
chrX	10090901	10094131	+	153
chrX	10094282	10098505	+	153
chrX	10098580	10109777	+	153
chrX	10110021	10116417	+	153
chrX	10116508	10117123	+	153
chrX	10117690	10122618	+	153
chrX	10122740	10124264	+	153
chrX	10124340	10125023	+	153
chrX	10125111	10126113	+	153
chrX	10126307	10127987	+	153
chrX	10128162	10128556	+	153
chrX	10128709	10129955	+	153
chrX	10130122	10134431	+	153
chrX	10134597	10136632	+	153
chrX	10136726	10138708	+	153
chrX	10138937	10139412	+	153
chrX	10139541	10141434	+	153
chrX	10157101	10158288	+	152,154
chrX	10158552	10185021	+	152
chrX	10158552	10194910	+	154
chrX	10185177	10187514	+	152
chrX	10187615	10194910	+	152
chrX	10195099	10197938	+	152,154
chrX	10198062	10206357	+	152,154
chrX	10206565	10206695	+	152,154
chrX	10206777	10208044	+	152,154
chrX	10208591	10212466	+	152,154
chrX	10212654	10213680	+	152,154
chrX	10214080	10220660	+	152,154
chrX	10220878	10233493	+	152,154
chrX	10449717	10454869	-	17,18,22,23,24
chrX	10455078	10459645	-	17,18,22,23,24
chrX	10459808	10469696	-	17,18,22,23,24
chrX	10469841	10474622	-	17,18,21,22,23,24,31,32
chrX	10474751	10482479	-	17,18,21,22,23,24,31,32
chrX	10482629	10495583	-	17,18,21,22,23,24,31,32
chrX	10495692	10501406	-	21
chrX	10495692	10523091	-	17,18,22,23,24,31,32
chrX	10501560	10523091	-	21
chrX	10506486	10523091	-	698
chrX	10523188	10566887	-	17,18,21,22,24,32
chrX	10523188	10567001	-	23,31,698
chrX	10567604	10576783	-	24
chrX	10567604	10620289	-	17,23
chrX	10567604	10677464	-	18
chrX	10567604	10833553	-	22
chrX	11111424	11112018	+	699
chrX	11111461	11112018	+	700
chrX	11111519	11112018	+	701
chrX	11112161	11114834	+	699,700,701
chrX	11114987	11117266	+	699,700,701
chrX	11117416	11118500	+	699,700,701
chrX	11118621	11120906	+	699,700,701
chrX	11120994	11121611	+	699,700,701
chrX	11139531	11142232	-	16,27,155,156
chrX	11142314	11143979	-	16,27,155,156
chrX	11144249	11148629	-	27
chrX	11144249	11156528	-	16,20,155,156
chrX	11148720	11156528	-	27
chrX	11156627	11169504	-	16,20,27,155,156
